locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
16681	NP_417077.1	16130507	7023	2716757	2717176	+	b2582	trxC	thioredoxin 2 (NCBI)				TIGR01068 thioredoxin [trxA]	Energy metabolism:Electron transport	GO:0006662,GO:0045454,GO:0015035,GO:0009055	1.8.1.8	Protein-disulfide reductase.
16682	NP_417078.4	90111463	7023	2717245	2717943	+	b2583	yfiP	orf, hypothetical protein (VIMSS)	COG3148	S	Uncharacterized conserved protein					
16683	NP_417079.1	16130509	7023	2717975	2720635	+	b2584	yfiQ	fused predicted acyl-CoA synthetase: NAD(P)-binding subunit/ATP-binding subunit (NCBI)	COG1042	C	Acyl-CoA synthetase (NDP forming)			GO:0008152,GO:0005524,GO:0008080		
16684	NP_417080.4	90111464	7023	2720749	2722104	+	b2585	pssA	phosphatidylserine synthase; phospholipid synthesis (VIMSS)	COG1502	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes			GO:0008152,GO:0003882	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase.
16685	NP_417081.2	145698302	7023	2722150	2722473	+	b2586	yfiM	predicted protein (RefSeq)	COG5544	R	Predicted periplasmic lipoprotein					
16686	NP_417082.1	16130512	7023	2723768	2722470	-	b2587	kgtP	alpha-ketoglutarate transporter (NCBI)	COG2814	G	Arabinose efflux permease	TIGR00883 MFS transporter, metabolite:H+ symporter (MHS) family protein	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0016021,GO:0005215		
1936801			7023	2724210	2724091	-	b2588	rrfG	5S ribosomal RNA (NCBI)								
1936802			7023	2727206	2724303	-	b2589	rrlG	23S ribosomal RNA (NCBI)								
1936803			7023	2727466	2727391	-	b2590	gltW	tRNA-Glu (NCBI)								
1936804			7023	2729179	2727638	-	b2591	rrsG	16S ribosomal RNA (NCBI)								
16687	NP_417083.1	16130513	7023	2732195	2729622	-	b2592	clpB	protein disaggregation chaperone (NCBI)	COG542	O	ATPases with chaperone activity, ATP-binding subunit	TIGR03346 ATP-dependent chaperone protein ClpB [clpB]	Protein fate:Protein folding and stabilization	GO:0019538,GO:0005515,GO:0005524,GO:0017111		
3446201			7023	2732317	2732175	-	b4609	ryfD	Novel sRNA, function unknown (RefSeq)								
16688	NP_417084.1	16130514	7023	2733056	2732325	-	b2593	yfiH	hypothetical protein (NCBI)	COG1496	S	Uncharacterized conserved protein	TIGR00726 uncharacterized protein, YfiH family	Unknown function:General			
16689	NP_417085.1	16130515	7023	2734033	2733053	-	b2594	rluD	23S rRNA pseudouridine synthase (NCBI)	COG564	J	Pseudouridylate synthases, 23S RNA-specific	TIGR00005 pseudouridine synthase, RluA family	Protein synthesis:tRNA and rRNA base modification	GO:0001522,GO:0003723,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
16690	NP_417086.1	16130516	7023	2734168	2734905	+	b2595	yfiO	predicted lipoprotein (NCBI)	COG4105	R	DNA uptake lipoprotein	TIGR03302 outer membrane assembly lipoprotein YfiO [yfiO]	Protein fate:Protein and peptide secretion and trafficking			
16692	NP_417088.1	16130518	7023	2735176	2735517	+	b2597	yfiA	cold shock protein associated with 30S ribosomal subunit (NCBI)	COG1544	J	Ribosome-associated protein Y (PSrp-1)	TIGR00741 ribosomal subunit interface protein [raiA]	Protein synthesis:Translation factors			
16693	NP_417089.1	16130519	7023	2735621	2735668	+	b2598	pheL	pheA gene leader peptide (NCBI)								
16694	NP_417090.1	16130520	7023	2735767	2736927	+	b2599	pheA	fused chorismate mutase P/prephenate dehydratase (NCBI)	COG77	E	Prephenate dehydratase	TIGR01797 chorismate mutase	Amino acid biosynthesis:Aromatic amino acid family	GO:0009094,GO:0005737,GO:0004106,GO:0004664	4.2.1.51,5.4.99.5	Prephenate dehydratase.,Chorismate mutase.
16695	NP_417091.1	16130521	7023	2738091	2736970	-	b2600	tyrA	fused chorismate mutase T/prephenate dehydrogenase (NCBI)	COG287	E	Prephenate dehydrogenase	TIGR01799 chorismate mutase [tyrA]	Amino acid biosynthesis:Aromatic amino acid family	GO:0006571,GO:0005737,GO:0004106,GO:0008977,GO:0004665	1.3.1.12,5.4.99.5	Prephenate dehydrogenase.,Chorismate mutase.
16696	NP_417092.1	16130522	7023	2739172	2738102	-	b2601	aroF	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible (NCBI)	COG722	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	TIGR00034 3-deoxy-7-phosphoheptulonate synthase	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003849	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase.
16697	NP_417093.2	90111465	7023	2739382	2739747	+	b2602	yfiL	orf, hypothetical protein (VIMSS)								
16698	NP_417094.1	16130524	7023	2739897	2740415	+	b2603	yfiR	hypothetical protein (NCBI)								
16699	NP_417095.1	16130525	7023	2740405	2741631	+	b2604	yfiN	predicted diguanylate cyclase (NCBI)	COG2199	T	FOG: GGDEF domain	TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0007165,GO:0007242,GO:0009190,GO:0016020,GO:0004871,GO:0016849		
16700	NP_417096.1	16130526	7023	2741647	2742129	+	b2605	yfiB	predicted outer membrane lipoprotein (NCBI)	COG2885	M	Outer membrane protein and related peptidoglycan-associated (lipo)proteins			GO:0009279,GO:0016021		
16701	NP_417097.1	16130527	7023	2742552	2742205	-	b2606	rplS	50S ribosomal protein L19 (NCBI)	COG335	J	Ribosomal protein L19	TIGR01024 ribosomal protein L19 [rplS]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
16702	NP_417098.1	16130528	7023	2743361	2742594	-	b2607	trmD	tRNA (guanine-N(1)-)-methyltransferase (NCBI)	COG336	J	tRNA-(guanine-N1)-methyltransferase	TIGR00088 tRNA (guanine-N1)-methyltransferase [trmD]	Protein synthesis:tRNA and rRNA base modification	GO:0008033,GO:0003723,GO:0009019	2.1.1.31	tRNA (guanine-N(1)-)-methyltransferase.
16703	NP_417099.4	90111466	7023	2743940	2743392	-	b2608	yfjA	orf, hypothetical protein (VIMSS)	COG806	J	RimM protein, required for 16S rRNA processing	TIGR02273 16S rRNA processing protein RimM [rimM]	Transcription:RNA processing	GO:0006364,GO:0005840,GO:0043022		
16704	NP_417100.1	16130530	7023	2744207	2743959	-	b2609	rpsP	30S ribosomal protein S16 (NCBI)	COG228	J	Ribosomal protein S16	TIGR00002 ribosomal protein S16 [rpsP]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
16705	NP_417101.1	16130531	7023	2745817	2744456	-	b2610	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs) (NCBI)	COG541	U	Signal recognition particle GTPase	TIGR00959 signal recognition particle protein [ffh]	Protein fate:Protein and peptide secretion and trafficking	GO:0001906,GO:0006614,GO:0016020,GO:0048500,GO:0008312,GO:0005524,GO:0005525,GO:0017111		
16706	NP_417102.4	145698303	7023	2745984	2746775	+	b2611	ypjD	predicted inner membrane protein (RefSeq)	COG4137	R	ABC-type uncharacterized transport system, permease component			GO:0008535,GO:0016020		
1936808	YP_026171.3	145698304	7023	2746796	2748082	+	b4461	yfjD	predicted inner membrane protein (RefSeq)	COG4536	P	Putative Mg2+ and Co2+ transporter CorB					
16708	NP_417104.1	16130533	7023	2748730	2748137	-	b2614	grpE	heat shock protein (NCBI)	COG576	O	Molecular chaperone GrpE (heat shock protein)			GO:0006457,GO:0000774,GO:0042803,GO:0051087		
16709	NP_417105.1	16130534	7023	2748853	2749731	+	b2615	yfjB	inorganic polyphosphate/ATP-NAD kinase (NCBI)	COG61	G	Predicted sugar kinase			GO:0008152,GO:0003951	2.7.1.23	NAD(+) kinase.
1936809	YP_026172.1	49176247	7023	2749817	2751478	+	b2616	recN	recombination and repair protein (NCBI)	COG497	L	ATPase involved in DNA repair	TIGR00634 DNA repair protein RecN [recN]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310,GO:0005694,GO:0005524		
16711	NP_417107.2	90111468	7023	2751627	2751968	+	b2617	smpA	small membrane protein A (VIMSS)	COG2913	J	Small protein A (tmRNA-binding)			GO:0019867,GO:0005509		
16712	NP_417108.4	90111469	7023	2752320	2752030	-	b2618	b2618	orf, hypothetical protein (VIMSS)	COG2914	S	Uncharacterized protein conserved in bacteria					
16713	NP_417109.1	16130538	7023	2752786	2752310	-	b2619	yfjG	hypothetical protein (NCBI)	COG2867	I	Oligoketide cyclase/lipid transport protein			GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0043565		
16714	NP_417110.1	16130539	7023	2752918	2753400	+	b2620	smpB	SsrA-binding protein (NCBI)	COG691	O	tmRNA-binding protein	TIGR00086 SsrA-binding protein [smpB]	Protein synthesis:Other	GO:0006412,GO:0003723		
1936812			7023	2753615	2753977	+	b2621	ssrA	10Sa RNA SsrA (NCBI)								
16715	NP_417111.1	16130540	7023	2754181	2755422	+	b2622	intA	CP4-57 prophage; integrase (NCBI)	COG582	L	Integrase			GO:0006310,GO:0015074,GO:0003677		
16716	NP_417112.1	16130541	7023	2756622	2755666	-	b2623	yfjH	CP4-57 prophage; predicted protein (NCBI)								
16717	NP_417113.1	16130542	7023	2756666	2756878	+	b2624	alpA	CP4-57 prophage; DNA-binding transcriptional activator (NCBI)	COG3311	K	Predicted transcriptional regulator					
16718	NP_417114.1	16130543	7023	2757007	2758416	+	b2625	yfjI	CP4-57 prophage; predicted protein (NCBI)								
16719	NP_417115.1	16130544	7023	2758569	2759195	+	b2626	yfjJ	CP4-57 prophage; predicted protein (NCBI)								
16720	NP_417116.1	16130545	7023	2761562	2759373	-	b2627	yfjK	CP4-57 prophage; conserved protein (NCBI)	COG1204	R	Superfamily II helicase			GO:0003676,GO:0004386,GO:0005524		
16721	NP_417117.1	16130546	7023	2763175	2761559	-	b2628	yfjL	CP4-57 prophage; predicted protein (NCBI)								
16722	NP_417118.1	16130547	7023	2763798	2763535	-	b2629	yfjM	CP4-57 prophage; predicted protein (NCBI)								
16723	NP_417119.1	16130548	7023	2763940	2765013	+	b2630	yfjN	CP4-57 prophage; RNase LS (NCBI)								
16724	NP_417120.2	90111470	7023	2765006	2765377	+	b2631	yfjO	orf, hypothetical protein (VIMSS)								
1936814	YP_026173.1	49176249	7023	2765732	2766595	+	b2632	yfjP	CP4-57 prophage; predicted GTP-binding protein (NCBI)	COG3596	R	Predicted GTPase			GO:0005622,GO:0003924,GO:0005525		
16726	NP_417122.1	16130551	7023	2766687	2767508	+	b2633	yfjQ	CP4-57 prophage; predicted protein (NCBI)								
16727	NP_417123.1	16130552	7023	2767725	2768426	+	b2634	yfjR	CP4-57 prophage; predicted DNA-binding transcriptional regulator (NCBI)	COG2378	K	Predicted transcriptional regulator			GO:0006355,GO:0005622,GO:0003700		
1936815	YP_026174.2	90111471	7023	2768467	2768703	+	b2635	ypjK	CP4-57 prophage; predicted inner membrane protein (NCBI)								
16728	NP_417124.4	90111472	7023	2768703	2769146	+	b2636	b2636	orf, hypothetical protein (VIMSS)								
16729	NP_417125.1	16130554	7023	2769170	2769637	+	b2637	yfjT	CP4-57 prophage; predicted protein (NCBI)								
16730			7023	2770176	2770024	-	b2638	yfjU	CP4-57 prophage; conserved protein (RefSeq)								
16732			7023	2771204	2770189	-	b2641	yfjV	orf, hypothetical protein (VIMSS)								
16733	NP_417129.1	16130557	7023	2771340	2773043	+	b2642	yfjW	CP4-57 prophage; predicted inner membrane protein (NCBI)								
3446203			7023	2773567	2773838	+	b4644	ypjI									
16734	NP_417130.1	16130558	7023	2773941	2774399	+	b2643	yfjX	CP4-57 prophage; predicted antirestriction protein (NCBI)								
16735	NP_417131.1	16130559	7023	2774408	2774890	+	b2644	yfjY	CP4-57 prophage; predicted DNA repair protein (NCBI)	COG2003	L	DNA repair proteins	TIGR00608 DNA repair protein RadC	DNA metabolism:DNA replication, recombination, and repair	GO:0006281		
1936820	YP_588466.1	94541123	7023	2774899	2775099	+	b4548	ypjJ	hypothetical protein (NCBI)								
16736	NP_417132.1	16130560	7023	2775137	2775454	+	b2645	yfjZ	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system (NCBI)								
16737	NP_417133.1	16130561	7023	2775475	2775804	+	b2646	ypjF	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system (NCBI)								
3446205			7023	2775994	2776007	+	b4645	psaA									
16738	NP_417134.2	90111474	7023	2780748	2776168	-	b2647	ypjA	putative ATP-binding component of a transport system (VIMSS)	COG3468	MU	Type V secretory pathway, adhesin AidA	TIGR01414 outer membrane autotransporter barrel domain	Cellular processes:Pathogenesis	GO:0007155,GO:0019867		
16739			7023	2781326	2781087	-	b2648	pinH	predicted invertase fragment (pseudogene) (RefSeq)								
16741			7023	2783033	2781660	-	b2650	ypjC	hypothetical protein (RefSeq)								
1936822			7023	2783859	2783784	-	b2652	ileY	tRNA-Ile (NCBI)								
1936823			7023	2784419	2786671	+	b4462	ygaQ	hypothetical protein (RefSeq)								
16749	NP_417145.4	90111476	7023	2787007	2787984	+	b2659	b2659	orf, hypothetical protein (VIMSS)								
16750	NP_417146.2	90111477	7023	2788004	2789272	+	b2660	ygaF	orf, hypothetical protein (VIMSS)	COG579	R	Predicted dehydrogenase			GO:0016491		
16751	NP_417147.1	16130575	7023	2789295	2790743	+	b2661	gabD	succinate-semialdehyde dehydrogenase I, NADP-dependent (NCBI)	COG1012	C	NAD-dependent aldehyde dehydrogenases	TIGR01780 succinate-semialdehyde dehydrogenase	Central intermediary metabolism:Other	GO:0008152,GO:0009013	1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+)).
16752	NP_417148.1	16130576	7023	2790757	2792037	+	b2662	gabT	4-aminobutyrate aminotransferase (NCBI)	COG160	E	4-aminobutyrate aminotransferase and related aminotransferases	TIGR00700 4-aminobutyrate transaminase [gabT]	Central intermediary metabolism:Other	GO:0009448,GO:0003867,GO:0030170	2.6.1.19	4-aminobutyrate transaminase.
16753	NP_417149.1	16130577	7023	2792275	2793675	+	b2663	gabP	gamma-aminobutyrate transporter (NCBI)	COG1113	E	Gamma-aminobutyrate permease and related permeases	TIGR01773 GABA permease [gabP]	Transport and binding proteins:Amino acids, peptides and amines	GO:0015812,GO:0016021,GO:0015185		
16754	NP_417150.4	90111478	7023	2793696	2794358	+	b2664	ygaE	putative transcriptional regulator (VIMSS)	COG1802	K	Transcriptional regulators			GO:0019217,GO:0006355,GO:0005622,GO:0000062,GO:0003700		
16755	NP_417151.1	16130579	7023	2794808	2794359	-	b2665	ygaU	hypothetical protein (NCBI)	COG1652	S	Uncharacterized protein containing LysM domain			GO:0016998		
16756	NP_417152.1	16130580	7023	2795050	2794892	-	b2666	yqaE	predicted membrane protein (NCBI)	COG401	S	Uncharacterized homolog of Blt101			GO:0016021		
16757	NP_417153.1	16130581	7023	2795233	2795532	+	b2667	ygaV	predicted DNA-binding transcriptional regulator (NCBI)	COG640	K	Predicted transcriptional regulators			GO:0006355,GO:0005622,GO:0003700		
16758	NP_417154.1	16130582	7023	2795542	2796066	+	b2668	ygaP	predicted inner membrane protein with hydrolase activity (NCBI)	COG607	P	Rhodanese-related sulfurtransferase					
16759	NP_417155.1	16130583	7023	2796517	2796113	-	b2669	stpA	DNA binding protein, nucleoid-associated (NCBI)	COG2916	R	DNA-binding protein H-NS			GO:0006355,GO:0005622,GO:0003677		
16760	NP_417156.1	16130584	7023	2797186	2797635	+	b2670	ygaW	predicted inner membrane protein (NCBI)								
16761	NP_417157.1	16130585	7023	2798016	2797672	-	b2671	ygaC	hypothetical protein (NCBI)								
16762	NP_417158.3	49176257	7023	2798156	2798497	+	b2672	ygaM	orf, hypothetical protein (VIMSS)	COG4575	S	Uncharacterized conserved protein					
16763	NP_417159.1	16130587	7023	2798745	2798990	+	b2673	nrdH	glutaredoxin-like protein (NCBI)	COG695	O	Glutaredoxin and related proteins	TIGR02194 Glutaredoxin-like protein NrdH [nrdH]		GO:0045454,GO:0006118,GO:0005489,GO:0009055,GO:0015035		
16764	NP_417160.1	16130588	7023	2798987	2799397	+	b2674	nrdI	hypothetical protein (NCBI)	COG1780	F	Protein involved in ribonucleotide reduction	TIGR00333 nrdI protein [nrdI]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism			
16765	NP_417161.1	16130589	7023	2799370	2801514	+	b2675	nrdE	ribonucleotide-diphosphate reductase alpha subunit (NCBI)	COG209	F	Ribonucleotide reductase, alpha subunit	TIGR02506 ribonucleoside-diphosphate reductase, alpha subunit	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006260,GO:0005971,GO:0004748,GO:0005515	1.17.4.1	Ribonucleoside-diphosphate reductase.
16766	NP_417162.1	16130590	7023	2801524	2802483	+	b2676	nrdF	ribonucleotide-diphosphate reductase beta subunit (NCBI)	COG208	F	Ribonucleotide reductase, beta subunit			GO:0009186,GO:0004748,GO:0046914	1.17.4.1	Ribonucleoside-diphosphate reductase.
16767	NP_417163.1	16130591	7023	2802837	2804039	+	b2677	proV	glycine betaine transporter subunit (NCBI)	COG4175	E	ABC-type proline/glycine betaine transport system, ATPase component	TIGR01186 glycine betaine/L-proline transport ATP binding subunit [proV]	Transport and binding proteins:Amino acids, peptides and amines	GO:0006865,GO:0016020,GO:0005524,GO:0015171,GO:0015596,GO:0015418	3.6.3.32	Quaternary-amine-transporting ATPase.
16768	NP_417164.1	16130592	7023	2804032	2805096	+	b2678	proW	glycine betaine transporter subunit (NCBI)	COG4176	E	ABC-type proline/glycine betaine transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
16769	NP_417165.1	16130593	7023	2805154	2806146	+	b2679	proX	glycine betaine transporter subunit (NCBI)	COG2113	E	ABC-type proline/glycine betaine transport systems, periplasmic components			GO:0006810,GO:0005488,GO:0005215		
1936830			7023	2806338	2807515	+	b2681	ygaY	predicted transporter (pseudogene) (RefSeq)								
16771	NP_417167.1	16130594	7023	2807639	2808376	+	b2682	ygaZ	predicted transporter (NCBI)	COG1296	E	Predicted branched-chain amino acid permease (azaleucine resistance)					
16772	NP_417168.1	16130595	7023	2808366	2808701	+	b2683	ygaH	predicted inner membrane protein (NCBI)								
16773	NP_417169.1	16130596	7023	2808792	2809322	+	b2684	mprA	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux (NCBI)	COG1846	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700		
16774	NP_417170.1	16130597	7023	2809449	2810621	+	b2685	emrA	multidrug efflux system (NCBI)	COG1566	V	Multidrug resistance efflux pump	TIGR00998 efflux pump membrane protein	Transport and binding proteins:Other	GO:0006855,GO:0009306,GO:0016020,GO:0009276,GO:0015238,GO:0008565		
16775	NP_417171.1	16130598	7023	2810638	2812176	+	b2686	emrB	multidrug efflux system protein (NCBI)	COG2271	G	Sugar phosphate permease	TIGR00711 drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	Transport and binding proteins:Other	GO:0006810,GO:0016021,GO:0005215		
16776	NP_417172.1	16130599	7023	2812755	2812240	-	b2687	luxS	S-ribosylhomocysteinase (NCBI)	COG1854	T	LuxS protein involved in autoinducer AI2 synthesis			GO:0009372,GO:0005506,GO:0043768	4.4.1.21,3.13.1.-	S-ribosylhomocysteine lyase.,
1936831			7023	2812824	2812901	+	b4442	micA	sRNA effector of ompA mRNA instability in stationary phase; requires Hfq (RefSeq)								
16777	NP_417173.1	16130600	7023	2814461	2812905	-	b2688	gshA	glutamate--cysteine ligase (NCBI)	COG2918	H	Gamma-glutamylcysteine synthetase	TIGR01434 glutamate--cysteine ligase [gshA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Glutathione and analogs	GO:0006750,GO:0017109,GO:0004357	6.3.2.2	Glutamate--cysteine ligase.
16778	NP_417174.1	16130601	7023	2814962	2814534	-	b2689	yqaA	conserved inner membrane protein (NCBI)	COG1238	S	Predicted membrane protein					
16779	NP_417175.1	16130602	7023	2815525	2814959	-	b2690	yqaB	predicted hydrolase (NCBI)	COG637	R	Predicted phosphatase/phosphohexomutase	TIGR01509 HAD hydrolase, family IA, variant 3,TIGR02009 beta-phosphoglucomutase family hydrolase	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0008967	3.1.3.18	Phosphoglycolate phosphatase.
1936832			7023	2815882	2815806	-	b2691	argQ	tRNA-Arg (NCBI)								
1936833			7023	2816157	2816081	-	b2692	argZ	tRNA-Arg (NCBI)								
1936834			7023	2816296	2816220	-	b2693	argY	tRNA-Arg (NCBI)								
1936835			7023	2816571	2816495	-	b2694	argV	tRNA-Arg (NCBI)								
1936836			7023	2816667	2816575	-	b2695	serV	tRNA-Ser (NCBI)								
16780	NP_417176.1	16130603	7023	2817168	2816983	-	b2696	csrA	carbon storage regulator (NCBI)	COG1551	T	Carbon storage regulator (could also regulate swarming and quorum sensing)	TIGR00202 carbon storage regulator [csrA]	Regulatory functions:RNA interactions	GO:0006109,GO:0016071,GO:0003723		
16781	NP_417177.1	16130604	7023	2820033	2817403	-	b2697	alaS	alanyl-tRNA synthetase (NCBI)	COG13	J	Alanyl-tRNA synthetase	TIGR00344 alanine--tRNA ligase [alaS]	Protein synthesis:tRNA aminoacylation	GO:0006419,GO:0005737,GO:0003676,GO:0004813,GO:0005524	6.1.1.7	Alanine--tRNA ligase.
16782	NP_417178.1	16130605	7023	2820661	2820161	-	b2698	recX	RecA regulator RecX (NCBI)	COG2137	R	Uncharacterized protein conserved in bacteria			GO:0006282		
16783	NP_417179.1	16130606	7023	2821791	2820730	-	b2699	recA	recombinase A (NCBI)	COG468	L	RecA/RadA recombinase	TIGR02012 protein RecA [recA]	DNA metabolism:DNA replication, recombination, and repair	GO:0006310,GO:0006259,GO:0006281,GO:0000166,GO:0008094,GO:0003684,GO:0003677,GO:0005524,GO:0017111		
16784	NP_417180.1	16130607	7023	2822368	2821871	-	b2700	ygaD	competence damage-inducible protein A (NCBI)	COG1546	R	Uncharacterized protein (competence- and mitomycin-induced)	TIGR00199 competence/damage-inducible protein CinA C-terminal domain	DNA metabolism:DNA replication, recombination, and repair			
16785	NP_417181.1	16130608	7023	2823598	2822513	-	b2701	mltB	membrane-bound lytic murein transglycosylase B (NCBI)	COG2951	M	Membrane-bound lytic murein transglycosylase B	TIGR02282 lytic murein transglycosylase B [mltB]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan		2.4.-.-,3.2.1.-	,
1936837	YP_026180.1	49176260	7023	2823854	2824417	+	b2702	srlA	glucitol/sorbitol-specific enzyme IIC component of PTS (NCBI)	COG3730	G	Phosphotransferase system sorbitol-specific component IIC	TIGR00821 PTS system, glucitol/sorbitol-specific, IIC component [srlA]	Signal transduction:PTS	GO:0009401,GO:0009357,GO:0016021,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
1936838	YP_026181.1	49176261	7023	2824414	2825373	+	b2703	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS (NCBI)	COG3732	G	Phosphotransferase system sorbitol-specific component IIBC	TIGR00825 PTS system, glucitol/sorbitol-specific, IIBC component	Signal transduction:PTS	GO:0009401,GO:0009357,GO:0016021,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
16788	NP_417184.1	16130611	7023	2825384	2825755	+	b2704	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS (NCBI)	COG3731	G	Phosphotransferase system sorbitol-specific component IIA	TIGR00849 PTS system, glucitol/sorbitol-specific IIA component	Signal transduction:PTS	GO:0009401,GO:0009357,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
16789	NP_417185.1	16130612	7023	2825759	2826538	+	b2705	srlD	3-ketoacyl-(acyl-carrier-protein) reductase (NCBI)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)			GO:0008152,GO:0009010,GO:0016491	1.1.1.140,1.1.1.100	Sorbitol-6-phosphate 2-dehydrogenase.,3-oxoacyl-[acyl-carrier-protein] reductase.
16790	NP_417186.1	16130613	7023	2826643	2827002	+	b2706	gutM	DNA-binding transcriptional activator of glucitol operon (NCBI)	COG4578	K	Glucitol operon activator					
16791	NP_417187.1	16130614	7023	2827069	2827842	+	b2707	srlR	DNA-bindng transcriptional repressor (NCBI)	COG1349	KG	Transcriptional regulators of sugar metabolism			GO:0006355,GO:0005622,GO:0003700		
16792	NP_417188.4	90111480	7023	2827835	2828800	+	b2708	gutQ	orf, hypothetical protein (VIMSS)	COG794	M	Predicted sugar phosphate isomerase involved in capsule formation	TIGR00393 sugar isomerase, KpsF/GutQ family	Energy metabolism:Sugars	GO:0005975,GO:0006418,GO:0005737,GO:0004812,GO:0005524,GO:0005529,GO:0016853		
16793	NP_417189.2	90111481	7023	2830311	2828797	-	b2709	ygaA	putative 2-component transcriptional regulator (VIMSS)	COG3604	KT	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains			GO:0006355,GO:0005622,GO:0003700,GO:0008134,GO:0005524,GO:0017111		
16794	NP_417190.1	16130617	7023	2830498	2831937	+	b2710	norV	anaerobic nitric oxide reductase flavorubredoxin (NCBI)	COG426	C	Uncharacterized flavoproteins			GO:0006118,GO:0046872,GO:0009055,GO:0010181,GO:0016787		
16795	NP_417191.1	16130618	7023	2831934	2833067	+	b2711	norW	nitric oxide reductase (NCBI)	COG446	R	Uncharacterized NAD(FAD)-dependent dehydrogenases			GO:0006118,GO:0016491,GO:0050660		
16796	NP_417192.1	16130619	7023	2835447	2833195	-	b2712	hypF	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases (NCBI)	COG68	O	Hydrogenase maturation factor	TIGR00143 carbamoyltransferase HypF [hypF]	Protein fate:Protein modification and repair	GO:0003998,GO:0008270,GO:0030528	2.1.3.-	
16797	NP_417193.1	16130620	7023	2836127	2835600	-	b2713	hydN	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit (NCBI)	COG1142	C	Fe-S-cluster-containing hydrogenase components 2			GO:0006118,GO:0009055,GO:0051536		
16798	NP_417194.1	16130621	7023	2837289	2836276	-	b2714	ascG	DNA-binding transcriptional repressor (NCBI)	COG1609	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700,GO:0043565		
1936841	YP_026182.1	49176263	7023	2837546	2839003	+	b2715	ascF	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component (NCBI)	COG1263	G	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	TIGR00852 PTS system, maltose and glucose-specific subfamily, IIC component	Signal transduction:PTS	GO:0009401,GO:0016021,GO:0009357,GO:0005351,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
16800	NP_417196.1	16130623	7023	2839012	2840436	+	b2716	ascB	cryptic 6-phospho-beta-glucosidase (NCBI)	COG2723	G	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase			GO:0005975,GO:0008706,GO:0043169	3.2.1.86	6-phospho-beta-glucosidase.
16801	NP_417197.1	16130624	7023	2841065	2840595	-	b2717	hycI	protease involved in processing C-terminal end of HycE (NCBI)	COG680	C	Ni,Fe-hydrogenase maturation factor	TIGR00072 hydrogenase maturation protease,TIGR00142 hydrogenase maturation peptidase HycI [hycI]	Protein fate:Protein modification and repair	GO:0008047,GO:0008233	3.4.23.-	
16802	NP_417198.1	16130625	7023	2841468	2841058	-	b2718	hycH	protein required for maturation of hydrogenase 3 (NCBI)							1.-.-.-	
